id,name,url,test_type,duration_display,adaptive,remote_testing,languages,job_levels,description
3948,MFS 360 UCF Standard Report,https://www.shl.com/products/product-catalog/view/mfs-360-ucf-standard-report/,D,Untimed/Variable,False,True,,,"This is the default MFS report. It is based on the UCF20 competency model. The report will only show those scales that were selected as part of the questionnaire setup. The importance rating, open questions and multiple choice questions are optional parts of the questionnaire. Only if those parts we"
4027,Micro Focus Unified Functional Testing (New),https://www.shl.com/products/product-catalog/view/micro-focus-unified-functional-testing-new/,K,12 minutes,False,True,English (USA),Mid-Professional; Professional Individual Contributor,Multi-choice test that measures the knowledge of automation testing using the QTP tool.
4091,Microservices (New),https://www.shl.com/products/product-catalog/view/microservices-new/,K,7 minutes,False,True,English (USA),Mid-Professional; Professional Individual Contributor,"Multi-choice test that measures the knowledge of Microservices architecture, SOA, and Microservices patterns."
4092,Microsoft Dynamics Development (New),https://www.shl.com/products/product-catalog/view/microsoft-dynamics-development-new/,K,9 minutes,False,True,English (USA),Mid-Professional; Professional Individual Contributor,"Multi-choice test that measures the knowledge of Microsoft Dynamics installation, sales process, service management, administration, configuration, entity model, workflows, dialogs, solutions, CRM web services and plugins."
4208,Microsoft Excel 365 - Essentials (New),https://www.shl.com/products/product-catalog/view/microsoft-excel-365-essentials-new/,"K,S",30 minutes,False,True,English (USA),Entry-Level,"The Microsoft Excel 365 - Essentials simulation evaluates ability to perform certain operations in a simulated environment of MS Excel, and includes the following topics: Applying Formulas and Functions, Creating and Analyzing Data, Formatting Cells, Data, and Content, Managing Workbooks and Workshe"
4207,Microsoft 365 (New),https://www.shl.com/products/product-catalog/view/microsoft-excel-365-new/,"K,S",35 minutes,False,True,English (USA),Entry-Level,"The Microsoft Excel 365 simulation evaluates ability to perform certain operations in a simulated environment of MS Excel, and includes the following topics: Applying Formulas and Functions, Creating and Analyzing Data, Formatting Cells, Data, and Content, Managing Workbooks and Worksheets, Presenti"
3785,Microsoft Outlook 2013 (adaptive),https://www.shl.com/products/product-catalog/view/microsoft-outlook-2013-adaptive/,K,25 minutes,True,True,English (USA),Mid-Professional; Professional Individual Contributor,"The Microsoft Outlook 2013 (adaptive) test measures knowledge of Microsoft Outlook 2013. Designed for professionals, this test includes the following topics: Application Management, Contacts and Address Books, Mail Management, Messages and Message Organization, Notes, Printing, Schedules and Calenda"
4212,Microsoft PowerPoint 365 - Essentials (New),https://www.shl.com/products/product-catalog/view/microsoft-powerpoint-365-essentials-new/,"K,S",25 minutes,False,True,English (USA),Entry-Level,"The Microsoft PowerPoint 365 - Essentials simulation evaluates ability to perform certain operations in a simulated environment of Microsoft PowerPoint, and includes the following topics: Applying Transitions and Animations, Creating, Managing, and Saving Presentations, Formatting Presentation Conte"
3789,Microsoft SQL Server 2014 Programming,https://www.shl.com/products/product-catalog/view/microsoft-sql-server-2014-programming/,K,35 minutes,True,True,English (USA),Mid-Professional; Professional Individual Contributor,"The Microsoft SQL Server 2014 Programming test measures knowledge of Microsoft Structure Query Language (SQL) Server 2014 Programming. Designed for experienced database programmers, this test covers the following topics: Beyond Relational, Control Flow, Data Types and NULL, Database Design, Develope"
3807,Microsoft Windows Server 2012 Administration,https://www.shl.com/products/product-catalog/view/microsoft-windows-server-2012-administration/,K,35 minutes,True,True,English (USA),Mid-Professional; Professional Individual Contributor,"The Microsoft Windows Server 2012 Administration test measures knowledge of Windows Server Administration. Designed for experienced Network Administrators, this test includes the following topics: Active Directory, Administrative Tasks, Computer Properties, Configuration and Management, Design and I"
4211,Microsoft Word 365 - Essentials (New),https://www.shl.com/products/product-catalog/view/microsoft-word-365-essentials-new/,"K,S",25 minutes,False,True,English (USA),Entry-Level,"The Microsoft Word 365 - Essentials simulation evaluates ability to perform certain operations in a simulated environment of Microsoft Word, and includes the following topics: Applying Illustrations and Graphics, Applying Page Layout, Creating Content, Creating, Printing, and Saving Documents, Forma"
4210,Microsoft Word 365 (New),https://www.shl.com/products/product-catalog/view/microsoft-word-365-new/,"K,S",35 minutes,False,True,English (USA),Entry-Level,"The Microsoft Word 365 simulation evaluates ability to perform certain operations in a simulated environment of Microsoft Word, and includes the following topics: Applying Illustrations and Graphics, Applying Page Layout, Creating Content, Creating, Printing, and Saving Documents, Formatting Content"
4047,Mineral Engineering (New),https://www.shl.com/products/product-catalog/view/mineral-engineering-new/,K,12 minutes,False,True,English (USA),Graduate; Manager; Mid-Professional; Professional Individual Contributor; Supervisor,"Multi-choice test that measures the knowledge of comminution and classification, physical separation process, particle technology, metallurgical thermodynamics, mineralogy, petrology and stratigraphy."
4093,Mining Engineering (New),https://www.shl.com/products/product-catalog/view/mining-engineering-new/,K,16 minutes,False,True,English (USA),Graduate; Manager; Mid-Professional; Professional Individual Contributor; Supervisor,"Multi-choice test that measures the knowledge of mining methods, mineral processing, mining machinery, mineralogy, petrology and stratigraphy."
4174,Mobility (New),https://www.shl.com/products/product-catalog/view/mobility-new/,K,9 minutes,False,True,English (USA),Mid-Professional; Professional Individual Contributor,Multi-choice test that measures the knowledge on topics related to mobility and mobile computing.
4096,Molecular Biology (New),https://www.shl.com/products/product-catalog/view/molecular-biology-new/,K,6 minutes,False,True,English (USA),Graduate; Mid-Professional; Professional Individual Contributor,"Multi-choice test that measures the knowledge of molecular genetics, transgenics, rDNA technology, chromosomal genetics, transformation and related processes."
4010,MongoDB (New),https://www.shl.com/products/product-catalog/view/mongodb-new/,K,7 minutes,False,True,English (USA),Mid-Professional; Professional Individual Contributor,"Multi-choice test that measures the conceptual knowledge of MongoDB like sharding, replication, indexing, security and storage. It also checks the knowledge of MongoDB queries and data models."
724,Motivation Questionnaire MQM5,https://www.shl.com/products/product-catalog/view/motivation-questionnaire-mqm5/,P,25 minutes,False,True,Latin American Spanish; Portuguese (Brazil); Latvian; Danish; Indonesian; Swedish; Turkish; Portuguese; French (Canada); Japanese; Chinese Traditional; Flemish; French (Belgium); Spanish; Finnish; French; German; Greek; Italian; Polish; Romanian; Russian; English International; English (USA); Chinese Simplified; Dutch; Hungarian; Norwegian; Czech; Slovak; English (Australia); Arabic; Korean,Director; Entry-Level; Executive; Front Line Manager; General Population; Graduate; Manager; Mid-Professional; Professional Individual Contributor; Supervisor,"By understanding what motivates their staff, managers can unlock each individual’s full potential and direct their energies more constructively. This questionnaire measures 18 dimensions of an individual’s motivation, and provides a comprehensive understanding of those situations which increase and "
1308,MQ Candidate Motivation Report,https://www.shl.com/products/product-catalog/view/mq-candidate-motivation-report/,P,Untimed/Variable,False,True,English International; English (USA); Chinese Simplified,Director; Entry-Level; Executive; Front Line Manager; General Population; Graduate; Manager; Mid-Professional; Professional Individual Contributor; Supervisor,The Candidate Motivation Report is designed as a feedback report for the individual. It provides an in-depth and easy-to-understand evaluation of an individuals motivators and demotivators at work.
1306,MQ Employee Motivation Report,https://www.shl.com/products/product-catalog/view/mq-employee-motivation-report/,P,Untimed/Variable,False,True,Chinese Simplified; English International; English (USA),Director; Entry-Level; Executive; Front Line Manager; General Population; Graduate; Manager; Mid-Professional; Professional Individual Contributor; Supervisor,"The MQ Employee Motivation Report is ideal for use by line managers and those concerned with employee’s performance and well being, the Employee Motivation Report provides an in-depth and easy-to-understand evaluation of what motivates and de-motivates someone. It also offers a comprehensive list of"
1309,MQ Motivation Report Pack,https://www.shl.com/products/product-catalog/view/mq-motivation-report-pack/,P,Untimed/Variable,False,True,Chinese Simplified; English International; English (USA),General Population; Graduate; Manager; Mid-Professional; Professional Individual Contributor; Supervisor; Director; Entry-Level; Executive; Front Line Manager,"The MQ Report pack consists of the Profile Chart, Employee Motivation Report and the Candidate Report and is a cost effective way of ensuring that your organisation takes a comprehensive approach to understanding what motivates its employees."
1048,MQ Profile,https://www.shl.com/products/product-catalog/view/mq-profile/,P,Untimed/Variable,False,True,Flemish; French (Belgium); Spanish; Danish; Dutch; Finnish; French (Canada); French; German; Greek; Italian; Norwegian; Polish; Portuguese; Russian; Swedish; English International; English (USA); Romanian; Indonesian; Turkish; Chinese Simplified; Hungarian,Director; Entry-Level; Executive; Front Line Manager; General Population; Graduate; Manager; Mid-Professional; Professional Individual Contributor; Supervisor,The profile chart is the Sten score graphical output of the MQ. It clearly shows the individual’s motivational drivers compared to the selected norm group as well as highlighting any unique scores. Please note this report is currently being updated on Talent Central as part of a reporting refresh pr
4015,MS Access (New),https://www.shl.com/products/product-catalog/view/ms-access-new/,K,7 minutes,False,True,English (USA),Entry-Level; Graduate; Manager; Mid-Professional; Professional Individual Contributor; Supervisor,Multi-choice test that measures the knowledge and basic understanding of MS Access programming.
3993,MS Excel (New),https://www.shl.com/products/product-catalog/view/ms-excel-new/,K,6 minutes,False,True,English (USA); Spanish; French; Portuguese (Brazil),Entry-Level; Graduate; Manager; Mid-Professional; Professional Individual Contributor; Supervisor,"Multi-choice test that measures the ability to use MS Excel to maintain, organize, analyze and present numeric data."
3995,MS Office Basic Computer Literacy (New),https://www.shl.com/products/product-catalog/view/ms-office-basic-computer-literacy-new/,K,7 minutes,False,True,English (USA); Spanish; Portuguese (Brazil); French,Graduate; Mid-Professional; Professional Individual Contributor,"Multi-choice test that measures the ability to use MS Word, MS Excel and MS PowerPoint to perform basic tasks on a computer."
4193,MS Office Basic Computer Literacy (Sim) (New),https://www.shl.com/products/product-catalog/view/ms-office-basic-computer-literacy-sim-new/,S,5 minutes,False,True,English (USA),Entry-Level; Graduate; Manager; Mid-Professional; Professional Individual Contributor; Supervisor,"Simulation based test that measures the ability to use basic computer operations, browser navigation, MS office and email."
4097,MS PowerPoint (New),https://www.shl.com/products/product-catalog/view/ms-powerpoint-new/,K,4 minutes,False,True,English (USA); French; Spanish; Portuguese (Brazil),Entry-Level; Front Line Manager; Graduate; Mid-Professional; Professional Individual Contributor; Supervisor,"Multi-choice test that measures the knowledge of MS PowerPoint toolbars, slide layouts, animation, slideshow, slide designs and formats."
3994,MS Word (New),https://www.shl.com/products/product-catalog/view/ms-word-new/,K,4 minutes,False,True,Spanish; French; Portuguese (Brazil); English (USA),Professional Individual Contributor; Supervisor; Mid-Professional; Entry-Level; Graduate; Manager,Multi-choice test that measures the ability to use MS Word to record and save textual information.
4098,MuleSoft Development (New),https://www.shl.com/products/product-catalog/view/mulesoft-development-new/,K,17 minutes,False,True,English (USA),Mid-Professional; Professional Individual Contributor,"Multi-choice test that measures the knowledge of MuleSoft basic concepts, APIs and web services, Mule flow and scope, connectors and deployment."
615,Multitasking Ability,https://www.shl.com/products/product-catalog/view/multitasking-ability/,"A,K,S",20 minutes,False,True,English (USA),Director; Entry-Level; Executive; Front Line Manager; Manager; Mid-Professional; Professional Individual Contributor,"The Multitasking Ability assessment is a measure of one’s ability to adeptly work on more than one task simultaneously, while maintaining efficiency and effectiveness when interrupted or switching between tasks. This test is a face-valid, split-screen simulation that is designed to assess multitaski"
4100,Networking and Implementation (New),https://www.shl.com/products/product-catalog/view/networking-and-implementation-new/,K,7 minutes,False,True,English (USA),Mid-Professional; Professional Individual Contributor,"Multi-choice test that measures the knowledge of networking devices, protocols, reference models, routing and implementation of networks."
3997,Node.js (New),https://www.shl.com/products/product-catalog/view/node-js-new/,K,9 minutes,False,True,English (USA),Mid-Professional; Professional Individual Contributor,"Multi-choice test that measures the basic knowledge of Node.js such as events, streams, file system, error handling, concurrency, DB handling and express framework."
4041,Nursing (New),https://www.shl.com/products/product-catalog/view/nursing-new/,K,11 minutes,False,True,English (USA),Graduate; Manager; Mid-Professional; Professional Individual Contributor; Supervisor,Multi-choice test that measures the knowledge of carrying out various nursing tasks.
720,Occupational Personality Questionnaire OPQ32r,https://www.shl.com/products/product-catalog/view/occupational-personality-questionnaire-opq32r/,P,25 minutes,False,True,English International; French (Canada); Portuguese; Chinese Simplified; Chinese Traditional; French (Belgium); French; Polish; Slovak; Czech; Danish; Flemish; Dutch; Estonian; Finnish; German; Greek; Hungarian; Icelandic; Indonesian; Italian; Japanese; Korean; Latvian; Lithuanian; Norwegian; English (USA); Arabic; Portuguese (Brazil); Spanish; Latin American Spanish; Romanian; Russian; Serbian; Swedish; Thai; Turkish; Malay; Vietnamese,Professional Individual Contributor; Supervisor; Mid-Professional; Front Line Manager; General Population; Graduate; Manager; Director; Executive,"The SHL Occupational Personality Questionnaire, the OPQ32, is one of the most widely used and respected measures of workplace behavioural style in the world. It sets a high standard of measurement excellence, providing HR professionals and business managers with relevant and accurate information to "
4116,Operations Management (New),https://www.shl.com/products/product-catalog/view/operations-management-new/,K,7 minutes,False,True,English (USA),Manager; Mid-Professional; Professional Individual Contributor; Supervisor,"Multi-choice test that measures the knowledge of planning, product design and development, quality management and supply chain management."
727,OPQ Candidate Plus Report,https://www.shl.com/products/product-catalog/view/opq-candidate-plus-report/,P,Untimed/Variable,False,True,Finnish; English International,Director; Executive; Front Line Manager; General Population; Graduate; Manager; Mid-Professional; Professional Individual Contributor; Supervisor,A brief narrative OPQ (Occupational Personality Questionnaire) report designed to be given to the individual who completed the OPQ.
4298,OPQ Candidate Report 2.0,https://www.shl.com/products/product-catalog/view/opq-candidate-report-2-0/,P,Untimed/Variable,False,True,,,A brief narrative OPQ (Occupational Personality Questionnaire) report structure around 3 OPQ profile sections which can be given to candidates to keep after a feedback session
748,OPQ Emotional Intelligence Report,https://www.shl.com/products/product-catalog/view/opq-emotional-intelligence-report/,P,Untimed/Variable,False,True,Portuguese (Brazil); Danish; Dutch; Finnish; French (Canada); French; Latin American Spanish; Portuguese; Swedish; English International; English (USA),Director; Executive; Front Line Manager; General Population; Graduate; Manager; Mid-Professional; Professional Individual Contributor; Supervisor,This OPQ (Occupational Personality Questionnaire) report explores how a person manages feelings and relationships with other people. It is intended for use in a development setting.
749,OPQ Leadership Report,https://www.shl.com/products/product-catalog/view/opq-leadership-report/,P,Untimed/Variable,False,True,Dutch; English International; English (USA); Romanian; Portuguese; French; German; Swedish; Chinese Simplified; Portuguese (Brazil); Japanese; Polish; Russian; Latin American Spanish,Director; Executive; Manager; Mid-Professional; Professional Individual Contributor,"This OPQ (Occupational Personality Questionnaire) report provides a detailed analysis of an individual's leadership potential. It is based on SHL's leading edge Leadership Model, providing a competency based approach to leadership."
750,OPQ Manager Plus Report,https://www.shl.com/products/product-catalog/view/opq-manager-plus-report/,P,Untimed/Variable,False,True,Romanian; Czech; Serbian; Portuguese (Brazil); Spanish; Chinese Traditional; Danish; Dutch; Finnish; French (Canada); French; German; Greek; Hungarian; Icelandic; Indonesian; Italian; Japanese; Korean; Latin American Spanish; Norwegian; Polish; Portuguese; Russian; Chinese Simplified; Swedish; Thai; Turkish; English International; English (USA),Director; Entry-Level; Executive; Front Line Manager; Manager; Mid-Professional; Professional Individual Contributor,This concise OPQ (Occupational Personality Questionnaire) report is designed for use with and by managers. It uses clear succinct bullets and tables for ease of interpretation. It provide simple comments on each of the personality traits. Please note this report is currently being updated on Talent 
4300,OPQ Manager Plus Report 2.0,https://www.shl.com/products/product-catalog/view/opq-manager-plus-report-2-0/,P,Untimed/Variable,False,True,,Supervisor; Executive; Front Line Manager; General Population; Graduate; Manager; Mid-Professional; Professional Individual Contributor; Director; Entry-Level,This concise OPQ (Occupational Personality Questionnaire) report is designed for use with and by managers. It uses clear succinct bullets and tables for ease of interpretation. It provides simple comments on each of the personality traits.
752,OPQ Maximising your Learning Report,https://www.shl.com/products/product-catalog/view/opq-maximising-your-learning-report/,P,Untimed/Variable,False,True,Danish; Dutch; Portuguese; Swedish; English International,Executive; Front Line Manager; General Population; Graduate; Manager; Mid-Professional; Professional Individual Contributor; Supervisor; Director,This OPQ (Occupational Personality Questionnaire) report is designed to help people get the most from their development. It summarises the preferred approach to learning across four dimensions.
754,OPQ MQ Sales Report,https://www.shl.com/products/product-catalog/view/opq-mq-sales-report/,P,Untimed/Variable,False,True,Portuguese (Brazil); Spanish; Danish; Dutch; Finnish; French (Canada); French; German; Greek; Hungarian; Icelandic; Indonesian; Italian; Japanese; Korean; Latin American Spanish; Norwegian; Polish; Russian; Chinese Simplified; Swedish; Thai; Turkish; English International; English (USA); Chinese Traditional; Portuguese; Romanian,Director; Executive; Front Line Manager; General Population; Graduate; Manager; Mid-Professional; Professional Individual Contributor; Supervisor,"This OPQ (Occupational Personality Questionnaire) report provides a graphical and narrative summary of an individual's natural style that is critical to sales success. It can also, optionally, use input from the SHL Motivation Questionnaire (MQ) to add information about the sales motivators and driv"
753,OPQ Premium Plus Report,https://www.shl.com/products/product-catalog/view/opq-premium-plus-report/,P,Untimed/Variable,False,True,English International,Supervisor; Front Line Manager; General Population; Graduate; Manager; Mid-Professional; Professional Individual Contributor; Director; Executive,"This OPQ (Occupational Personality Questionnaire) report contains a selection of reports including OPQ profile, user report, manager plus report, candidate plus report, universal competency report, team impact selection report."
4307,OPQ Premium Plus Report 2.0,https://www.shl.com/products/product-catalog/view/opq-premium-plus-report-2-0/,P,Untimed/Variable,False,True,,Manager; Graduate; Mid-Professional; Professional Individual Contributor; Director; General Population; Entry-Level; Executive; Front Line Manager; Supervisor,"This OPQ (Occupational Personality Questionnaire) report contains a selection of reports including OPQ profile, user report, manager plus report, candidate plus report, universal competency report, team impact selection report."
1050,OPQ Profile Report,https://www.shl.com/products/product-catalog/view/opq-profile-report/,P,Untimed/Variable,False,True,Arabic; Romanian; Slovak; Serbian; Chinese Simplified; Chinese Traditional; Danish; Flemish; Dutch; English International; Finnish; French (Belgium); French (Canada); French; German; Greek; Hungarian; Icelandic; Indonesian; Italian; Japanese; Korean; Norwegian; Polish; Portuguese (Brazil); Portuguese; Russian; Latin American Spanish; Spanish; Swedish; Thai; Turkish; English (USA); Czech; Estonian; Latvian; Lithuanian,Director; Executive; Front Line Manager; General Population; Graduate; Manager; Mid-Professional; Professional Individual Contributor; Supervisor,"This is a graphical profile charts presenting results across the 32 OPQ scales. It is designed to be interpreted by OPQ trained users only. Please note this report is currently being updated on Talent Central as part of a reporting refresh project, and there may be visual differences when comparing "
1060,OPQ Team Impact Group Development Report,https://www.shl.com/products/product-catalog/view/opq-team-impact-group-development-report/,P,Untimed/Variable,False,True,Danish; English International; Finnish; Dutch; Norwegian; Swedish; English (USA),Executive; Director; Front Line Manager; General Population; Graduate; Manager; Mid-Professional; Professional Individual Contributor; Supervisor,"These reports are based on the SHL Team Impact Model, which is focused on actual team processes. They are supported by clear and easy to understand graphics which do not require OPQ training. “IMPORTANT! Please note that for a sample report contact Managed Services""."
1059,OPQ Team Impact Individual Development Report,https://www.shl.com/products/product-catalog/view/opq-team-impact-individual-development-report/,P,Untimed/Variable,False,True,English International; Danish; Dutch; Finnish; Latin American Spanish; Norwegian; Swedish; English (USA),Director; Executive; Front Line Manager; General Population; Graduate; Manager; Mid-Professional; Professional Individual Contributor; Supervisor,"These reports are based on the SHL Team Impact Model, which is focused on actual team processes. They are supported by clear and easy to understand graphics which do not require OPQ training."
1058,OPQ Team Impact Selection Report,https://www.shl.com/products/product-catalog/view/opq-team-impact-selection-report/,P,Untimed/Variable,False,True,Danish; Dutch; Finnish; Latin American Spanish; Norwegian; Swedish; English International; English (USA),Director; Executive; Front Line Manager; General Population; Graduate; Manager; Mid-Professional; Professional Individual Contributor; Supervisor,"These reports are based on the SHL Team Impact Model, which is focused on actual team processes. They are supported by clear and easy to understand graphics which do not require OPQ training."
1061,OPQ Team Types & Leadership Styles Profile,https://www.shl.com/products/product-catalog/view/opq-team-types-and-leadership-styles-profile/,P,Untimed/Variable,False,True,Flemish; French (Belgium); Portuguese (Brazil); Danish; French (Canada); French; German; Italian; Latin American Spanish; Norwegian; Portuguese; Swedish; Turkish; English International; English (USA),Director; Executive; Front Line Manager; General Population; Graduate; Manager; Mid-Professional; Professional Individual Contributor; Supervisor,This OPQ (Occupational Personality Questionnaire) report is based on Belbin's team types and Bass's leadership and reporting styles. Belbins team types: individual preferred role when working in ateam. Bass's leadership and reporting styles: individuals preferred leadership styles and likely style o
756,OPQ Team Types and Leadership Styles Report,https://www.shl.com/products/product-catalog/view/opq-team-types-and-leadership-styles-report/,P,Untimed/Variable,False,True,Flemish; French (Belgium); Portuguese (Brazil); Danish; Dutch; Finnish; French (Canada); French; Italian; Latin American Spanish; Norwegian; Portuguese; English International; English (USA),Director; Executive; Front Line Manager; General Population; Graduate; Manager; Mid-Professional; Professional Individual Contributor; Supervisor,This OPQ (Occupational Personality Questionnaire) report is based on Belbin's team types and Bass's leadership and reporting styles. Belbins team types: individual preferred role when working in ateam. Bass's leadership and reporting styles: individuals preferred leadership styles and likely style o
757,OPQ UCF Development Action Planner Report 1.0,https://www.shl.com/products/product-catalog/view/opq-ucf-development-action-planner-report/,P,Untimed/Variable,False,True,English International; English (USA); Dutch; French; German; Norwegian; Swedish; Japanese; Portuguese; Chinese Simplified; Italian; Danish; Finnish; Latin American Spanish; Portuguese (Brazil),Director; Executive; Front Line Manager; General Population; Graduate; Manager; Mid-Professional; Professional Individual Contributor; Supervisor,"This OPQ (Occupational Personality Questionnaire) report provides clear and relevant information about an individual's strengths and areas for development, for use in staff development and on-boarding situations. Please note this report is currently being updated on Talent Central as part of a repor"
4286,OPQ UCF Development Action Planner Report 2.0,https://www.shl.com/products/product-catalog/view/opq-ucf-development-action-planner-report-2-0/,P,Untimed/Variable,False,True,,Director; Executive; Front Line Manager; Manager; Graduate; General Population; Professional Individual Contributor; Supervisor; Mid-Professional,"This OPQ (Occupational Personality Questionnaire) report provides clear and relevant information about an individual's strengths and areas for development, for use in staff development and on-boarding situations."
758,OPQ Universal Competency Report 1.0,https://www.shl.com/products/product-catalog/view/opq-universal-competency-report/,P,Untimed/Variable,False,True,Czech; Romanian; Slovak; Serbian; Portuguese (Brazil); Spanish; Chinese Traditional; Danish; Dutch; Finnish; French (Canada); French; German; Greek; Hungarian; Icelandic; Indonesian; Italian; Japanese; Korean; Latin American Spanish; Norwegian; Polish; Portuguese; Russian; Chinese Simplified; Swedish; Thai; Turkish; English International; English (USA),Graduate; Director; Executive; Front Line Manager; General Population; Supervisor; Manager; Mid-Professional; Professional Individual Contributor,This OPQ (Occupational Personality Questionnaire) report is based on the Universal Competency framework. It graphically outlines how an individual's typical way of behaving is likely to impact on competencies. It provides a graphical scale for each competency and summarises aspects of personality wh
4289,OPQ Universal Competency Report 2.0,https://www.shl.com/products/product-catalog/view/opq-universal-competency-report-2-0/,P,Untimed/Variable,False,True,,Graduate; Manager; Mid-Professional; Professional Individual Contributor; Supervisor; Director; Executive; Front Line Manager; General Population,This OPQ (Occupational Personality Questionnaire) report is based on the Universal Competency framework. It graphically outlines how an individual's typical way of behaving is likely to impact on competencies. It provides a graphical scale for each competency and summarises aspects of personality wh
1067,OPQ User and Managers Report,https://www.shl.com/products/product-catalog/view/opq-user-and-managers-report/,P,Untimed/Variable,False,True,Flemish; French (Belgium); Danish; Finnish; French; Italian; Norwegian; Portuguese; English International,Director; Executive; Front Line Manager; General Population; Graduate; Manager; Mid-Professional; Professional Individual Contributor; Supervisor,"This OPQ (Occupational Personality Questionnaire) report consists of two reports. The User Report includes a Profile Chart and narrative text, focusing on an individuals likely way of behaving at work. The Manager's Report describes the individual's personal style in narrative text that can be given"
759,OPQ User Report,https://www.shl.com/products/product-catalog/view/opq-user-report/,"P,S",Untimed/Variable,False,True,Flemish; French (Belgium); Spanish; Danish; Dutch; Finnish; French; German; Italian; Norwegian; Portuguese; English International; English (USA); Portuguese (Brazil); French (Canada); Latin American Spanish,Director; Executive; Front Line Manager; General Population; Graduate; Manager; Mid-Professional; Professional Individual Contributor; Supervisor,"This OPQ (Occupational Personality Questionnaire) report includes a Profile Chart and narrative text, focusing on an individuals likely way of behaving at work. It can be used as an interpretation aid when giving feedback, writing reports, or interpreting OPQ information."
4106,Oracle DBA (Advanced Level) (New),https://www.shl.com/products/product-catalog/view/oracle-dba-advanced-level-new/,K,12 minutes,False,True,English (USA),Mid-Professional; Professional Individual Contributor,"Multi-choice test that measures the knowledge of Oracle DB architecture, backup and recovery, MySQL administration and advanced topics such as network configuration and data warehouse management."
4105,Oracle DBA (Entry Level) (New),https://www.shl.com/products/product-catalog/view/oracle-dba-entry-level-new/,K,12 minutes,False,True,English (USA),Mid-Professional; Professional Individual Contributor,"Multi-choice test that measures the knowledge of Oracle database architecture, data management, backup and recovery, and MySQL administration."
4145,Oracle PL/SQL (New),https://www.shl.com/products/product-catalog/view/oracle-plsql-new/,K,11 minutes,False,True,English (USA),Mid-Professional; Professional Individual Contributor,"Multi-choice test that measures the knowledge of SQL queries, relational database concepts and specific Oracle PL/SQL features."
4156,Oracle WebLogic Server (New),https://www.shl.com/products/product-catalog/view/oracle-weblogic-server-new/,K,7 minutes,False,True,English (USA),Mid-Professional; Professional Individual Contributor,"Multi-choice test that measures the knowledge of the concepts of WebLogic such as server installation, administration, node, logs manager, security and deployment."
4154,Organic Chemistry (New),https://www.shl.com/products/product-catalog/view/organic-chemistry-new/,K,10 minutes,False,True,English (USA),Graduate; Mid-Professional; Professional Individual Contributor,Multi-choice test that measures the knowledge of the basic concepts in organic chemistry.
4107,Paint Technology (New),https://www.shl.com/products/product-catalog/view/paint-technology-new/,K,7 minutes,False,True,English (USA),Professional Individual Contributor; Graduate; Mid-Professional,"Multi-choice test that measures the knowledge of paint raw materials and precursors, manufacture of different types of coatings, surface treatment and coating applications."
3998,Pediatrics (New),https://www.shl.com/products/product-catalog/view/pediatrics-new/,K,5 minutes,False,True,English (USA),Graduate; Mid-Professional; Professional Individual Contributor,"Multi-choice test that measures the basic knowledge of pediatric diseases, their symptoms and the medicines administered to cure or prevent them."
4108,Pega Development (New),https://www.shl.com/products/product-catalog/view/pega-development-new/,K,17 minutes,False,True,English (USA),Mid-Professional; Professional Individual Contributor,"Multi-choice test that measures the knowledge of Pega architecture, user interface, rule and user management, case management, integration with external systems, frameworks, applications and performance."
4109,Perl (New),https://www.shl.com/products/product-catalog/view/perl-new/,K,9 minutes,False,True,English (USA),Mid-Professional; Professional Individual Contributor,"Multi-choice test that measures the knowledge of Perl scripting used for text manipulation, web development, system administration, etc."
4070,Petrochemical Engineering (New),https://www.shl.com/products/product-catalog/view/petrochemical-engineering-new/,K,7 minutes,False,True,English (USA),Graduate; Mid-Professional; Professional Individual Contributor,"Multi-choice test that measures the knowledge of fluid and thermal principles of petrochemical engineering, chemical processes, petroleum composition and processing."
4110,Petroleum Engineering (New),https://www.shl.com/products/product-catalog/view/petroleum-engineering-new/,K,10 minutes,False,True,English (USA),Graduate; Mid-Professional; Professional Individual Contributor,"Multi-choice test that measures the knowledge of petroleum engineering, drilling and production operations and offshore petroleum production."
4088,Pharmaceutical Analysis (New),https://www.shl.com/products/product-catalog/view/pharmaceutical-analysis-new/,K,12 minutes,False,True,English (USA),Graduate; Mid-Professional; Professional Individual Contributor,"Multi-choice test that measures the knowledge of laboratory analytical techniques such as chromatography, titration, spectroscopy, and spectrophotometry."
4114,Pharmaceutical Chemistry (New),https://www.shl.com/products/product-catalog/view/pharmaceutical-chemistry-new/,K,17 minutes,False,True,English (USA),Graduate; Mid-Professional; Professional Individual Contributor,"Multi-choice test that measures the knowledge of physical chemistry, organic chemistry, inorganic chemistry, biochemistry and medicinal chemistry."
4061,Pharmaceutical Science (New),https://www.shl.com/products/product-catalog/view/pharmaceutical-science-new/,K,7 minutes,False,True,English (USA),Graduate; Mid-Professional; Professional Individual Contributor,"Multi-choice test that measures the knowledge of drug manufacture, drug delivery, drug action, and pharmaceutical analysis techniques."
4111,Pharmaceutics (New),https://www.shl.com/products/product-catalog/view/pharmaceutics-new/,K,12 minutes,False,True,English (USA),Graduate; Mid-Professional; Professional Individual Contributor,"Multi-choice test that measures the knowledge of pharmaceutical engineering and technology for drug manufacture, biopharmaceutics, modern pharmaceutics and dispensing pharmacy."
